Time [s],Value,Parity Error,Framing Error
4.5568350000,0x01,,
4.5582750000,0x00,,
4.5597150000,0x17,,
4.5611550000,0x18,,
4.5626950000,0x00,,
4.6085600000,0x53,,
4.6101050000,0xC2,,
4.6116450000,0x1C,,
4.6131900000,0x00,,
4.6146300000,0x9D,,
4.6160700000,0x1B,,
4.6175100000,0x00,,
4.6190500000,0x0C,,
4.6204900000,0x01,,
4.6219300000,0x00,,
4.6233700000,0x16,,
4.6248100000,0x17,,
4.6262500000,0x00,,
4.6601950000,0x53,,
4.6616300000,0xC2,,
4.6630700000,0x1C,,
4.6646150000,0x00,,
4.6660550000,0x9D,,
4.6674950000,0x1B,,
4.6689350000,0x00,,
4.6703750000,0x0C,,
4.6718150000,0x01,,
4.6733550000,0x00,,
4.6749000000,0x17,,
4.6765450000,0x18,,
4.6779850000,0x00,,
4.6810700000,0x53,,
4.6826150000,0xC2,,
4.6841550000,0x1C,,
4.6855950000,0x00,,
4.6871400000,0x9D,,
4.6885800000,0x1B,,
4.6901200000,0x00,,
4.6914550000,0x0C,,
4.6930000000,0x01,,
4.6944400000,0x00,,
4.6958800000,0x17,,
4.6973200000,0x18,,
4.6987600000,0x00,,
4.7374250000,0x53,,
4.7388650000,0xC2,,
4.7404100000,0x1C,,
4.7419500000,0x00,,
4.7434950000,0x9D,,
4.7449350000,0x1B,,
