Time [s],Value,Parity Error,Framing Error
-0.0001028100,0x53,,
0.0014393100,0xC2,,
0.0029815900,0x1C,,
0.0044211300,0x00,,
0.0059634100,0x9D,,
0.0075054900,0x1B,,
0.0089446000,0x00,,
0.0104865100,0x0C,,
0.0118229500,0x01,,
0.0132620700,0x00,,
0.0148041900,0x0E,,
0.0162433500,0x0F,,
0.0177851800,0x00,,
